date,partner_id,venue_id,access_distribution,venue_type,is_revolving
2024-10-31,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-10-31,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-10-31,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
2024-11-09,dddfde6b-6f71-406f-80ca-b8313b089eaf,660e98761bd24057571a6023,across-locations,hotel,true
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a086a1a759920cc3f8c35,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0995221b9d3eb7589ec2,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0fa218b12f5e2b13c422,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a0ff925925f583368ab78,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a173aa23b7531226123a2,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a17ebfdf90e4e366bd302,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a18907bda34429747b7d6,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,619a3b6c4215be5d1a744685,across-locations,gym,false
2024-11-23,ddd510ee-5d09-48d5-88e2-dc4723f54631,635f9a728ef3ac05540086d2,across-locations,gym,false
